SAPID,Instalacao,Transformador,N_Serie_LABELEC,Data Colheita,2FAL,Diagnostico_furanicos,H2,CH4,C2H2,C2H4,C2H6,CO,CO2,O2,N2,Diagnostico_AC,COR,Massa_Volumica,Tensao_Interfacial,Tensao_Disruptiva,Indice_Acidez,Teor_Agua,Tangente_Delta_90,Diagnostico_FQ,Recomendacoes
280192286,SE AVEIRAS CIMA,TR 1,26116,2012-11-12,0.61,,3.9,2.5,1.0,10.6,2.7,94.5,1.56,26.2,60.7,,,,,,,,,,
280192286,SE AVEIRAS CIMA,TR 1,26116,2013-08-07,0.53,,5.4,1.9,1.0,10.7,1.0,107.4,1.48,28.5,66.1,,2.5,0.8652,24.6,56.2,0.139,24.4,0.021,,
280192286,SE AVEIRAS CIMA,TR 1,26116,2014-10-10,0.49,Sintomas de degradação ligeira do papel isolante.,5.0,2.0,1.0,13.0,1.0,105.0,1.72,28.0,63.0,Estado normal,2.0,0.8653,21.0,32.0,0.1,19.0,0.019,Conforme.,Nova colheita com periodicidade pré-estabelecida
280192286,SE AVEIRAS CIMA,TR 1,26116,2015-08-11,0.48,Sintomas de degradação ligeira do papel isolante.,5.0,1.0,1.0,8.0,1.0,92.0,2.07,25.6,56.8,Estado normal,2.5,0.8653,25.0,43.0,0.11,28.0,0.026,Conforme.,Nova colheita com periodicidade pré-estabelecida
280192286,SE AVEIRAS CIMA,TR 1,26116,2016-08-04,0.44,Sintomas de degradação ligeira do papel isolante.,4.0,2.0,1.0,10.0,1.0,97.0,1.75,27.4,63.4,Estado normal,2.5,0.8654,24.0,54.0,0.09,20.0,0.023,Conforme.,Nova colheita com periodicidade pré-estabelecida
280192286,SE AVEIRAS CIMA,TR 1,26116,2017-09-07,0.58,Sintomas de degradação avançada do papel antes da substituição do óleo.,5.0,2.0,1.0,11.0,1.0,111.0,1.75,29.0,65.7,Estado normal,2.0,0.8654,25.0,40.0,0.11,22.0,0.015,Conforme.,Nova colheita com periodicidade pré-estabelecida
280192286,SE AVEIRAS CIMA,TR 1,26116,2018-09-25,0.51,Sintomas de degradação ligeira do papel isolante.,4.0,11.0,1.0,9.0,1.0,103.0,1.75,27.0,59.8,Estado normal,2.5,0.8654,25.0,32.0,0.1,24.0,0.02,Conforme.,Nova colheita com periodicidade pré-estabelecida
280192286,SE AVEIRAS CIMA,TR 1,26116,2019-08-06,0.45,Sintomas de degradação ligeira do papel isolante.,3.0,2.0,1.0,8.0,1.0,96.0,1.58,28.8,62.1,Estado normal,2.5,0.8654,25.0,28.0,0.13,30.0,0.044,Conforme.,Nova colheita com periodicidade pré-estabelecida
280192286,SE AVEIRAS CIMA,TR 1,26116,2020-10-22,0.54,Sintomas de degradação ligeira do papel isolante.,16.6,2.1,1.0,3.8,1.0,100.0,1.63,27.2,63.8,Estado normal,2.5,0.8654,23.0,46.0,0.11,21.0,0.029,Conforme.,Nova colheita com periodicidade pré-estabelecida
280192287,SE SAO SEBASTIAO (STB),ATR,10487 C,2003-03-12,0.15,,327.2,25.1,493.8,69.4,5.5,386.6,2.17,17.3,69.8,,2.5,0.852,16.3,46.9,0.141,16.4,0.047,,
280192287,SE SAO SEBASTIAO (STB),ATR,10487 C,2003-08-21,,,231.8,23.5,492.6,70.7,4.7,402.4,2.39,17.9,64.8,,2.5,0.855,18.3,42.1,0.134,25.3,0.034,,
280192287,SE SAO SEBASTIAO (STB),ATR,10487 C,2004-03-04,0.21,,249.4,21.6,391.6,65.2,5.0,353.9,2.23,21.4,72.8,,2.5,0.855,17.8,77.0,0.138,14.9,0.044,,
280192287,SE SAO SEBASTIAO (STB),ATR,10487 C,2004-10-26,,,119.4,14.1,321.6,46.3,4.7,332.3,2.66,21.9,70.2,,,,,,,,,,
280192287,SE SAO SEBASTIAO (STB),ATR,10487 C,2005-05-24,0.23,,143.4,16.6,395.0,58.0,5.3,252.9,2.37,24.8,70.1,,2.5,0.857,14.4,54.4,0.17,22.3,0.056,,
280192287,SE SAO SEBASTIAO (STB),ATR,10487 C,2006-02-15,0.23,,88.1,10.4,303.1,45.3,5.2,326.2,3.0,24.8,74.1,,2.5,0.857,14.9,69.0,0.216,16.9,0.043,,
280192287,SE SAO SEBASTIAO (STB),ATR,10487 C,2007-02-15,0.17,,45.3,6.4,160.8,29.3,4.2,373.5,3.32,23.7,73.3,,2.5,0.8571,15.6,46.7,0.209,17.8,0.048,,
280192287,SE SAO SEBASTIAO (STB),ATR,10487 C,2007-04-26,,,27.4,4.1,117.2,21.1,2.9,260.7,2.6,20.4,58.3,,2.5,0.8571,14.4,57.3,0.159,14.4,0.048,,
280192287,SE SAO SEBASTIAO (STB),ATR,10487 C,2008-02-14,0.27,,25.7,3.3,80.8,15.3,2.6,287.5,2.88,24.7,69.9,,3.0,0.8573,13.8,48.1,0.173,15.9,0.056,,
280192287,SE SAO SEBASTIAO (STB),ATR,10487 C,2009-06-23,0.23,,14.8,2.6,26.9,6.4,1.5,237.4,2.2,27.1,70.5,,2.5,0.857,13.9,41.0,0.183,23.2,0.064,,
280192287,SE SAO SEBASTIAO (STB),ATR,10487 C,2010-01-13,0.26,,4877.4,3569.4,22052.0,13408.8,1169.0,1706.9,2.66,26.5,75.0,,2.5,0.857,16.8,56.4,0.217,12.1,0.04,,
280192290,SE NAZARE,TR 1,LEL 20998,2001-05-15,0.1,,189.0,26.4,1.0,3.7,62.0,217.9,1.77,8.6,60.1,,4.5,0.85,22.3,45.1,0.063,11.9,0.03,,
280192290,SE NAZARE,TR 1,LEL 20998,2002-09-17,,,255.6,44.1,1.0,6.6,104.2,395.8,3.16,2.3,76.2,,,,,,,,,,
280192290,SE NAZARE,TR 1,LEL 20998,2003-04-17,0.09,,141.9,38.2,1.0,4.1,84.3,345.7,2.2,1.0,72.5,,4.5,0.85,19.6,77.2,0.079,7.1,0.033,,
280192290,SE NAZARE,TR 1,LEL 20998,2004-06-03,0.05,,172.3,34.6,1.0,5.4,86.8,266.2,1.96,7.5,71.7,,4.5,0.856,18.4,69.3,0.08,9.4,0.036,,
280192290,SE NAZARE,TR 1,LEL 20998,2005-03-10,0.11,,144.4,40.1,1.0,5.0,108.9,379.0,3.07,9.9,81.8,,4.5,0.8563,18.9,70.7,0.124,8.5,0.034,,
280192290,SE NAZARE,TR 1,LEL 20998,2006-01-20,0.1,,147.6,37.6,1.0,7.0,99.7,393.0,3.36,10.4,85.8,,4.0,0.8564,19.0,51.9,0.116,11.0,0.034,,
280192290,SE NAZARE,TR 1,LEL 20998,2007-04-18,0.11,,85.1,29.0,1.0,5.9,90.4,334.0,2.91,5.9,63.6,,4.0,0.8564,19.0,83.0,0.11,10.1,0.036,,
280192290,SE NAZARE,TR 1,LEL 20998,2008-10-28,0.07,,115.9,24.8,1.0,4.7,85.8,354.4,3.47,12.6,85.5,,4.0,0.8564,18.3,71.3,0.086,6.0,0.044,,
280192290,SE NAZARE,TR 1,LEL 20998,2009-09-02,0.11,,74.9,18.7,1.0,7.4,82.8,322.5,3.91,11.9,74.0,,4.5,0.8566,18.8,80.6,0.095,12.4,0.042,,
280192290,SE NAZARE,TR 1,LEL 20998,2010-01-28,0.05,,72.9,26.2,1.0,4.9,87.4,353.6,3.89,11.1,79.1,,4.5,0.8564,18.9,80.8,0.08,10.4,0.039,,
280192290,SE NAZARE,TR 1,LEL 20998,2011-04-05,0.05,,70.8,14.7,1.0,4.3,62.1,237.0,3.43,13.5,73.3,,4.0,0.8531,18.5,81.5,0.1,7.3,0.043,,
280192290,SE NAZARE,TR 1,LEL 20998,2012-04-19,0.11,,110.4,15.2,1.0,6.4,88.6,282.3,4.52,13.1,79.8,,4.0,0.8531,18.9,87.9,0.094,6.9,0.044,,
280192290,SE NAZARE,TR 1,LEL 20998,2013-06-19,0.09,,143.4,15.9,1.6,9.3,89.9,308.2,5.22,13.8,72.4,,4.0,0.8531,17.6,78.8,0.122,10.9,0.037,,
280192290,SE NAZARE,TR 1,LEL 20998,2013-11-27,,,71.6,11.4,1.0,8.9,79.3,250.0,4.76,16.8,75.3,,,,,59.2,,14.0,,,
280192290,SE NAZARE,TR 1,LEL 20998,2016-08-03,0.11,Papel normal,39.0,8.0,1.0,3.0,67.0,253.0,5.4,18.6,66.8,Estado normal,4.0,0.8531,19.0,50.0,0.09,9.0,0.035,Valores de tensão interfacial e partículas não adequados. Óleo com alguma degradação.,Nova colheita com periodicidade pré-estabelecida. Regeneração do óleo.
280192290,SE NAZARE,TR 1,LEL 20998,2017-09-04,0.12,Papel normal,65.0,10.0,1.0,6.0,62.0,308.0,5.19,18.3,70.2,Estado normal,4.0,0.8531,17.0,78.0,0.1,8.0,0.035,Valores de tensão interfacial e partículas não adequados. Óleo com alguma degradação.,Nova colheita com periodicidade pré-estabelecida. Regeneração do óleo.
280192290,SE OLHO BOI,TR1 (NAZARÃ‰),LEL 20998,2019-03-20,0.06,Papel normal,13.0,6.0,1.0,1.0,27.0,20.0,2.19,30.3,71.0,Estado normal,4.0,0.8532,18.0,75.0,0.1,6.0,0.032,Valor tensão interfacial não adequado. Óleo com alguma degradação.,Nova colheita com periodicidade pré-estabelecida. Regeneração do óleo.
280192290,SE OLHO BOI,TR1 (NAZARÃ‰),LEL 20998,2020-03-26,0.06,Papel normal,21.0,3.0,1.0,2.0,13.0,31.0,1.54,26.0,65.2,Estado normal,4.0,0.8531,19.0,86.0,0.12,8.0,0.038,Valores de tensão interfacial e partículas não adequados. Óleo com alguma degradação.,Nova colheita com periodicidade pré-estabelecida. Regeneração do óleo.
280192291,SE MIRAFLORES,TR 2,C 12928,1997-03-11,0.05,,6.0,1.0,1.0,1.0,1.0,61.0,1.0,27.0,65.0,,0.5,0.847,41.6,77.5,0.005,7.9,0.005,,
280192291,SE MIRAFLORES,TR 2,C 12928,1998-05-15,0.05,,6.0,3.5,8.5,2.5,4.5,70.0,1.1,27.0,74.0,,0.5,0.847,37.8,60.6,0.006,11.9,0.005,,
280192291,SE MIRAFLORES,TR 2,C 12928,1999-04-28,0.05,,6.3,3.0,13.0,4.5,2.5,51.0,1.14,27.0,69.0,,1.0,0.847,37.5,83.8,0.001,7.9,0.003,,
280192291,SE MIRAFLORES,TR 2,C 12928,2000-05-11,0.08,,7.5,3.1,22.2,5.0,2.2,49.5,1.42,29.7,69.4,,1.0,0.845,37.1,76.6,0.003,6.0,0.004,,
280192291,SE MIRAFLORES,TR 2,C 12928,2001-02-21,0.05,,3.4,4.0,16.2,4.6,3.4,82.9,1.9,26.6,65.0,,1.0,0.845,37.6,82.9,0.001,6.4,0.003,,
280192291,SE MIRAFLORES,TR 2,C 12928,2002-01-31,0.05,,1.3,3.6,11.2,8.6,2.7,96.7,2.18,34.1,86.8,,1.0,0.845,30.3,75.0,0.007,7.3,0.004,,
280192291,SE MIRAFLORES,TR 2,C 12928,2003-01-16,0.05,,9.4,4.8,6.2,16.6,3.8,145.8,2.35,28.2,65.8,,1.0,0.846,34.0,69.7,0.003,7.8,0.003,,
280192291,SE MIRAFLORES,TR 2,C 12928,2004-01-06,0.05,,11.2,3.9,7.8,13.6,3.6,120.9,2.44,32.7,74.6,,1.0,0.851,32.1,84.4,0.004,11.0,0.007,,
280192291,SE MIRAFLORES,TR 2,C 12928,2005-02-15,0.05,,10.4,5.8,10.7,24.6,8.1,154.0,3.22,33.0,76.0,,1.0,0.851,32.6,60.8,0.028,7.1,0.008,,
280192291,SE MIRAFLORES,TR 2,C 12928,2006-09-18,0.05,,76.0,4.2,4.3,34.3,15.1,147.1,3.36,30.2,68.1,,1.0,0.8507,30.9,49.3,0.01,12.0,0.007,,
280192291,SE MIRAFLORES,TR 2,C 12928,2007-02-15,0.05,,14.2,4.6,6.5,28.0,13.2,137.9,3.77,33.3,74.7,,1.0,0.851,31.4,81.7,0.007,10.0,0.004,,
280192291,SE MIRAFLORES,TR 2,C 12928,2008-01-10,0.05,,6.2,3.4,5.3,15.7,7.7,109.9,3.39,31.9,70.0,,1.0,0.8511,31.4,73.8,0.01,11.4,0.009,,
280192291,SE MIRAFLORES,TR 2,C 12928,2009-01-22,0.05,,6.9,3.0,2.9,6.1,3.9,129.7,2.92,30.6,67.8,,1.0,0.851,29.8,82.9,0.013,10.8,0.009,,
280192291,SE MIRAFLORES,TR 2,C 12928,2010-06-24,0.05,,7.8,4.2,1.9,12.8,5.9,135.2,3.35,34.3,77.3,,1.0,0.8515,31.2,66.4,0.01,9.1,0.012,,
280192291,SE MIRAFLORES,TR 2,C 12928,2011-04-07,0.05,,6.3,3.5,1.4,16.7,8.0,92.4,3.09,31.8,69.1,,1.0,0.8476,30.7,56.0,0.013,9.1,0.008,,
280192291,SE MIRAFLORES,TR 2,C 12928,2012-09-18,0.05,,13.8,3.1,1.0,13.7,8.2,117.5,2.52,27.4,60.8,,1.0,0.8476,31.1,61.8,0.016,10.4,0.017,,
280192291,SE MIRAFLORES,TR 2,C 12928,2013-08-14,0.05,,4.4,4.0,2.2,21.4,12.6,98.4,2.76,27.1,62.4,,1.0,0.8476,29.2,46.6,0.012,10.4,0.011,,
280192291,SE MIRAFLORES,TR 2,C 12928,2014-12-02,0.05,Papel normal,8.0,5.0,4.0,22.0,9.0,91.0,1.57,28.6,64.7,Estado normal,1.5,0.8477,29.0,87.0,0.02,5.0,0.009,Conforme.,Nova colheita com periodicidade pré-estabelecida
280192291,SE MIRAFLORES,TR 2,C 12928,2016-10-07,0.05,Papel normal,6.0,4.0,4.0,41.0,12.0,86.0,1.92,33.6,76.7,Estado normal,1.5,0.8476,29.0,77.0,0.02,6.0,0.007,Conforme.,Nova colheita com periodicidade pré-estabelecida
280192291,SE MIRAFLORES,TR 2,C 12928,2017-10-06,0.05,Papel normal,6.0,5.0,3.0,47.0,13.0,71.0,1.56,31.2,67.3,Estado normal,1.0,0.8477,30.0,90.0,0.02,7.0,0.009,Conforme.,Nova colheita com periodicidade pré-estabelecida
280192291,SE MIRAFLORES,TR 2,C 12928,2018-10-18,0.05,Papel normal,6.0,13.0,3.0,51.0,14.0,77.0,1.59,31.1,66.3,Estado normal,1.0,0.8477,30.0,86.0,0.02,8.0,0.008,Conforme.,Nova colheita com periodicidade pré-estabelecida
280192291,SE MIRAFLORES,TR 2,C 12928,2019-11-08,0.05,Papel normal,6.0,7.0,2.0,66.0,17.0,70.0,1.75,32.2,68.4,Estado normal,1.0,0.8476,29.0,80.0,0.02,6.0,0.009,Conforme.,Nova colheita com periodicidade pré-estabelecida
280192292,SE MIRAFLORES,TR 1,C 12927,1998-01-14,0.05,,8.0,2.0,2.0,1.0,1.0,113.0,1.0,25.0,67.0,,0.5,0.847,38.2,55.7,0.012,9.3,0.005,,
280192292,SE MIRAFLORES,TR 1,C 12927,1999-01-20,0.05,,12.7,5.8,26.0,6.5,4.5,112.2,1.79,27.5,74.0,,0.5,0.848,36.0,82.4,0.006,8.0,0.005,,
280192292,SE MIRAFLORES,TR 1,C 12927,2000-05-11,0.05,,5.3,5.6,43.3,16.9,7.0,136.8,3.0,30.9,79.1,,1.0,0.845,36.4,67.6,0.002,10.0,0.004,,
280192292,SE MIRAFLORES,TR 1,C 12927,2001-02-21,0.05,,7.7,5.4,47.7,15.9,5.9,149.8,3.47,25.3,67.0,,1.0,0.845,35.7,88.8,0.004,9.4,0.003,,
280192292,SE MIRAFLORES,TR 1,C 12927,2002-01-31,0.05,,9.2,1.0,29.5,29.1,7.1,174.8,3.8,28.9,83.3,,1.0,0.845,33.0,75.9,0.012,8.5,0.004,,
280192292,SE MIRAFLORES,TR 1,C 12927,2003-01-16,0.05,,9.7,6.9,19.0,80.9,12.9,192.7,3.95,27.3,68.1,,1.0,0.846,33.2,72.3,0.004,8.9,0.006,,
280192292,SE MIRAFLORES,TR 1,C 12927,2004-01-06,0.05,,12.4,3.7,17.9,38.4,8.4,118.7,3.46,32.8,80.6,,1.0,0.85,31.4,71.6,0.005,9.8,0.005,,
280192292,SE MIRAFLORES,TR 1,C 12927,2005-02-15,0.05,,12.0,5.7,10.2,19.2,7.4,187.8,3.57,33.4,77.3,,1.0,0.8509,30.9,56.6,0.027,8.7,0.007,,
280192292,SE MIRAFLORES,TR 1,C 12927,2006-09-18,0.05,,5.3,4.5,2.9,12.2,8.2,139.4,2.97,31.9,72.0,,1.0,0.8507,29.3,41.4,0.013,11.8,0.007,,
280192292,SE MIRAFLORES,TR 1,C 12927,2007-02-15,0.05,,13.3,3.8,4.7,10.9,6.6,128.7,3.43,33.0,74.3,,1.0,0.8512,30.1,17.7,0.009,69.2,0.006,,
280192292,SE MIRAFLORES,TR 1,C 12927,2007-09-07,,,,,,,,,,,,,,,,80.2,,10.0,,,
280192292,SE MIRAFLORES,TR 1,C 12927,2008-01-10,0.05,,5.7,3.2,4.0,7.4,4.2,116.0,3.74,31.3,68.7,,1.0,0.8509,30.3,91.7,0.011,11.5,0.01,,
280192292,SE MIRAFLORES,TR 1,C 12927,2009-01-22,0.05,,5.7,3.1,4.2,4.7,2.5,135.9,3.64,30.0,66.1,,1.0,0.851,28.9,85.7,0.012,11.4,0.008,,
280192292,SE MIRAFLORES,TR 1,C 12927,2010-06-24,0.06,,9.7,4.6,6.4,10.7,4.4,153.2,4.34,33.3,76.6,,1.0,0.8511,29.2,63.5,0.013,11.4,0.011,,
280192292,SE MIRAFLORES,TR 1,C 12927,2011-04-07,0.06,,1.8,4.6,3.4,12.4,8.1,79.4,3.39,32.4,71.0,,1.5,0.8476,29.4,85.0,0.014,9.9,0.009,,
280192292,SE MIRAFLORES,TR 1,C 12927,2012-09-18,0.08,,14.3,3.6,2.8,20.3,9.7,142.3,3.94,26.9,59.5,,1.5,0.8475,28.6,59.7,0.02,11.3,0.014,,
280192292,SE MIRAFLORES,TR 1,C 12927,2013-08-14,0.05,,6.1,4.2,2.7,31.8,15.4,105.2,3.6,28.0,64.4,,1.5,0.8476,28.2,58.1,0.015,14.1,0.01,,
280192292,SE MIRAFLORES,TR 1,C 12927,2014-12-02,0.06,Papel normal,8.0,5.0,1.0,33.0,20.0,101.0,2.24,28.0,63.9,Estado normal,1.5,0.8477,28.0,91.0,0.02,8.0,0.009,Conforme.,Nova colheita com periodicidade pré-estabelecida
280192292,SE MIRAFLORES,TR 1,C 12927,2016-10-07,0.06,Papel normal,4.0,4.0,1.0,36.0,40.0,66.0,2.73,33.4,74.4,Estado normal,1.5,0.8476,27.0,72.0,0.02,5.0,0.008,Conforme.,Nova colheita com periodicidade pré-estabelecida
280192292,SE MIRAFLORES,TR 1,C 12927,2017-10-06,0.06,Papel normal,4.0,4.0,1.0,32.0,35.0,56.0,2.08,32.0,68.7,Estado normal,1.5,0.8476,28.0,89.0,0.02,6.0,0.009,Conforme.,Nova colheita com periodicidade pré-estabelecida
280192292,SE MIRAFLORES,TR 1,C 12927,2018-10-18,0.06,Papel normal,4.0,11.0,1.0,30.0,38.0,55.0,1.93,31.8,67.3,Estado normal,1.5,0.8476,28.0,83.0,0.02,6.0,0.009,Conforme.,Nova colheita com periodicidade pré-estabelecida
280192292,SE MIRAFLORES,TR 1,C 12927,2019-11-08,0.05,Papel normal,5.0,6.0,1.0,27.0,46.0,65.0,1.93,31.9,68.3,Estado normal,1.5,0.8476,28.0,87.0,0.02,6.0,0.013,Conforme.,Nova colheita com periodicidade pré-estabelecida
280192293,SE QUELUZ,TR 1,13069 C,1997-01-23,,,10.0,5.0,80.0,15.0,4.0,196.0,5.7,19.0,54.4,,2.0,0.859,25.0,30.4,0.019,40.0,0.03,,
280192293,SE QUELUZ,TR 1,13069 C,1998-01-15,0.9,,10.0,6.0,74.0,19.0,4.0,153.0,4.0,27.0,74.0,,2.5,0.86,24.4,24.4,0.041,41.2,0.015,,
280192293,SE QUELUZ,TR 1,13069 C,1999-01-19,1.06,,13.3,5.9,86.4,20.8,4.0,233.8,5.18,26.8,83.3,,2.5,0.861,23.7,40.9,0.037,38.8,0.013,,
280192293,SE QUELUZ,TR 1,13069 C,2000-05-10,1.72,,4.8,3.6,33.0,7.1,2.1,147.0,3.62,22.0,59.0,,3.0,0.861,24.3,58.6,0.04,34.9,0.022,,
280192293,SE QUELUZ,TR 1,13069 C,2001-02-21,2.09,,4.9,2.7,20.4,4.6,1.3,137.6,2.84,17.7,51.1,,3.0,0.861,23.4,47.7,0.046,40.0,0.023,,
280192293,SE QUELUZ,TR 1,13069 C,2002-02-13,2.27,,2.5,2.9,31.6,8.0,1.7,93.6,2.66,31.6,91.0,,3.0,0.86,20.0,38.8,0.053,25.2,0.021,,
280192293,SE QUELUZ,TR 1,13069 C,2002-11-15,2.39,,5.7,3.0,33.1,6.4,1.4,133.1,2.54,22.4,61.4,,3.0,0.858,21.7,42.6,0.054,29.6,0.022,,
280192293,SE QUELUZ,TR 1,13069 C,2004-01-06,2.23,,4.2,3.6,29.0,6.2,1.9,87.0,1.8,29.4,65.7,,3.0,0.863,19.8,37.3,0.052,29.1,0.024,,
280192293,SE QUELUZ,TR 1,13069 C,2005-01-06,2.13,,6.4,2.3,16.8,5.1,2.0,103.7,2.38,26.2,62.2,,3.0,0.865,22.2,46.0,0.069,41.3,0.024,,
280192293,SE QUELUZ,TR 1,13069 C,2006-01-10,3.0,,6.1,2.8,15.1,7.0,1.0,93.8,2.28,30.4,71.2,,3.0,0.8641,19.6,46.4,0.053,36.8,0.024,,
280192293,SE QUELUZ,TR 1,13069 C,2007-02-15,2.1,,8.3,2.5,13.7,8.1,1.5,125.4,2.71,30.7,73.2,,3.0,0.8642,18.9,35.3,0.076,31.8,0.025,,
280192293,SE QUELUZ,TR 1,13069 C,2008-01-10,1.88,,3.4,2.0,8.7,4.4,1.1,95.7,2.46,27.5,63.4,,3.0,0.8643,19.4,32.5,0.072,33.3,0.03,,
280192293,SE QUELUZ,TR 1,13069 C,2009-01-22,1.42,,4.2,2.3,15.4,4.7,1.2,91.4,2.14,28.4,64.9,,3.0,0.8642,19.4,40.3,0.062,36.4,0.028,,
280192293,SE QUELUZ,TR 1,13069 C,2010-01-07,0.12,,7.8,25.6,3.9,47.4,9.1,75.0,1.69,28.8,69.2,,0.5,0.8747,35.3,65.4,0.012,11.4,0.003,,
280192293,SE QUELUZ,TR 1,13069 C,2011-04-07,0.17,,9.7,3.6,37.3,7.4,1.1,91.4,3.26,30.9,66.7,,0.5,0.8713,35.6,42.9,0.009,8.0,0.003,,
280192293,SE FONTAINHAS,RESERVA,LEL 13069,2011-12-22,4.08,,,,,,,,,,,,1.5,0.8513,30.5,67.9,0.019,11.3,0.006,,
280192293,SE QUELUZ,TR 1,13069 C,2012-02-28,0.29,,18.2,4.1,49.2,17.6,2.3,63.4,3.34,33.3,68.8,,0.5,0.8713,35.1,57.8,0.012,7.5,0.006,,
280192293,SE QUELUZ,TR 1,13069 C,2013-01-08,0.24,,3.3,3.9,48.6,27.8,4.5,50.3,2.56,29.3,61.9,,0.5,0.8713,37.3,70.1,0.006,9.1,0.004,,
280192293,SE QUELUZ,TR 1,13069 C,2014-05-30,0.21,,8.0,5.8,51.1,46.5,6.9,48.9,2.04,30.4,68.0,,0.5,0.8713,29.8,69.5,0.017,10.0,0.003,,
280192293,SE QUELUZ,TR 1,13069 C,2015-01-15,0.33,Sintomas de degradação avançada do papel antes da substituição do óleo.,9.0,6.0,46.0,53.0,8.0,65.0,1.99,26.7,59.2,Estado normal,0.5,0.8713,37.0,68.0,0.02,10.0,0.028,Conforme.,Nova colheita com periodicidade pré-estabelecida
280192293,SE QUELUZ,TR 1,13069 C,2016-02-12,0.26,Sintomas de degradação avançada do papel antes da substituição do óleo.,6.0,3.0,34.0,45.0,8.0,37.0,1.75,29.3,65.9,Estado normal,0.5,0.8713,32.0,63.0,0.02,10.0,0.005,Conforme.,Nova colheita com periodicidade pré-estabelecida
280192293,SE QUELUZ,TR 1,13069 C,2017-01-06,0.25,Sintomas de degradação avançada do papel antes da substituição do óleo.,5.0,3.0,31.0,48.0,8.0,28.0,1.43,32.9,72.0,Estado normal,0.5,0.8712,37.0,86.0,0.02,6.0,0.005,Conforme.,Nova colheita com periodicidade pré-estabelecida
280192293,SE QUELUZ,TR 1,13069 C,2018-07-12,0.26,Papel normal,18.0,3.0,24.0,52.0,8.0,20.0,1.04,29.7,69.4,Estado normal,0.5,0.8713,37.0,55.0,0.02,9.0,0.005,Conforme.,Nova colheita com periodicidade pré-estabelecida
280192293,SE QUELUZ,TR 1,13069 C,2019-07-16,0.2,Sintomas de degradação avançada do papel antes da substituição do óleo.,7.0,3.0,25.0,50.0,9.0,38.0,1.35,30.9,65.3,Estado normal,0.5,0.8714,37.0,64.0,0.02,11.0,0.005,Conforme.,Nova colheita com periodicidade pré-estabelecida
280192295,SE ALCACOVA,TR 2,LEL 19882,1996-09-10,,,19.0,5.0,33.0,17.0,3.0,238.0,3.0,23.1,65.6,,5.0,0.853,18.0,50.7,0.158,26.0,0.041,,
280192295,SE ALCACOVA,TR 2,LEL 19882,1999-10-19,0.35,,3.7,5.4,19.0,26.0,4.6,158.0,2.6,31.0,91.0,,5.0,0.854,17.8,75.0,0.216,18.1,0.04,,
280192295,SE ALCACOVA,TR 2,LEL 19882,2000-12-20,0.17,,11.0,4.3,10.0,30.0,4.5,134.0,2.28,20.0,54.0,,5.5,0.853,18.8,81.6,0.221,21.1,0.037,,
280192295,SE ALCACOVA,TR 2,LEL 19882,2002-03-01,0.33,,14.1,7.8,16.3,42.5,5.9,145.5,2.54,29.0,76.4,,5.5,0.852,18.2,82.9,0.216,13.9,0.033,,
280192295,SE ALCACOVA,TR 2,LEL 19882,2003-02-27,0.19,,18.1,6.6,12.7,50.9,5.0,120.0,1.97,23.9,59.8,,5.5,0.851,16.2,50.9,0.274,14.2,0.036,,
280192295,SE ALCACOVA,TR 2,LEL 19882,2004-03-30,0.1,,20.4,7.3,11.4,63.0,6.9,98.7,1.92,29.9,68.6,,5.0,0.856,16.4,86.4,0.213,14.4,0.038,,
280192295,SE ALCACOVA,TR 2,LEL 19882,2005-05-18,0.27,,31.0,4.7,1.0,4.5,5.3,267.0,5.7,23.9,71.8,,5.0,0.8565,17.4,39.6,0.277,16.2,0.05,,
280192295,SE ALCACOVA,TR 2,LEL 19882,2006-11-29,0.24,,16.7,6.1,7.2,53.6,6.6,148.5,2.62,30.3,71.4,,4.5,0.8565,16.1,83.1,0.408,20.4,0.039,,
280192295,SE ALCACOVA,TR 2,LEL 19882,2007-04-09,0.4,,15.1,7.6,10.4,66.4,7.9,121.0,2.38,27.6,66.1,,4.5,0.8567,16.0,90.3,0.304,18.7,0.04,,
280192295,SE ALCACOVA,TR 2,LEL 19882,2008-04-21,0.23,,8.8,3.6,6.4,30.7,4.9,123.8,2.57,30.1,69.3,,5.0,0.8567,15.8,68.3,0.344,20.4,0.041,,
280192295,SE ALCACOVA,TR 2,LEL 19882,2010-06-22,0.05,,9.6,2.9,9.8,7.6,1.3,42.0,1.3,31.0,64.9,,1.0,0.8749,30.6,93.9,0.008,4.7,0.007,,
280192295,SE ALCACOVA,TR 2,LEL 19882,2011-08-18,0.05,,15.9,4.8,10.4,28.9,4.0,108.5,1.63,31.6,66.5,,1.0,0.8715,38.6,70.7,0.019,6.4,0.007,,
280192295,SE ALCACOVA,TR 2,LEL 19882,2012-03-15,0.05,,13.0,4.6,10.1,39.7,5.8,46.6,1.26,31.3,68.4,,1.0,0.8715,30.4,84.3,0.019,5.8,0.005,,
280192295,SE ALCACOVA,TR 2,LEL 19882,2013-02-21,0.05,,12.1,5.9,6.6,55.9,9.0,56.1,1.42,31.0,64.0,,1.0,0.8714,29.5,79.0,0.01,5.6,0.004,,
280192295,SE ALCACOVA,TR 2,LEL 19882,2014-04-04,0.06,,9.1,5.2,4.7,61.6,10.9,50.5,1.41,27.1,64.1,,1.0,0.8714,29.1,84.5,0.015,4.7,0.005,,
